file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Condo/Coop Status Before Vacancy	Duration of Vacancy	Housing Unit Weight (5 implied decimal places)	Monthly Asking Rent Per Room Recode	Monthly asking rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Reason Unit Not Available for Rent or Sale	Sequence Number (Household)	Status Prior to Vacancy	Status of Vacant Unit	Sub-borough Area	Type of schedule	Vacant Unit Respondent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a condominium	Yes, a condominium	2 to 3 months	018525009	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	611408	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a condominium	Yes, a condominium	2 to 3 months	018722511	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	610900	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	1 year or more	020025739	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	No bedroom	2 rooms	20 to 49 units	J-51	There is a legal dispute involving the unit	608250	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	1 year or more	018722511	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	20 to 49 units	J-51	There is a legal dispute involving the unit	524136	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	1 year or more	018722511	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	060659	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	3 to 6 months	020025739	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	100 units or more	Not applicable	There is a legal dispute involving the unit	149702	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	1 to 2 months	018722511	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-private coop	1 bedrooms	3 rooms	50 to 99 units	Not applicable	Not applicable (available for rent or available for sale only)	286293	Owner occupied	Available for sale only	05	For sale	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	6 to 12 months	020025739	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	No bedroom	1 rooms	10 to 12 units	Not applicable	Held for other reasons	258657	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Don't know	1 year or more	018722511	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	4 rooms	10 to 12 units	Not applicable	Held for occasional use, seasonal or recreational use	267548	Don't know	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	No	No	3 to 6 months	018722511	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	5 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	510968	Renter occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	No	No	2 to 3 months	014632568	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	2 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	651786	Renter occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	No	No	Less than 1 month	018722511	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	2 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	946040	Renter occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	No	No	Less than 1 month	020792504	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	No bedroom	1 rooms	50 to 99 units	Not applicable	Held for occasional use, seasonal or recreational use	286861	Renter occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	Less than 1 month	020792504	0450	01800	Other rental	1 bedrooms	4 rooms	50 to 99 units	Not applicable	Not applicable (available for rent or available for sale only)	803343	Owner occupied	Available for rent	05	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	No	No	1 to 2 months	015686945	2000	02000	Other rental	No bedroom	1 rooms	13 to 19 units	Not applicable	Not applicable (available for rent or available for sale only)	944826	Renter occupied	Available for rent	05	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	Less than 1 month	018722511	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	No bedroom	1 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	183522	Renter occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	1 year or more	018717295	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	869732	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	No	No	Not reported	020753122	0000	11797	Other rental	2 bedrooms	4 rooms	100 units or more	Not applicable	Not applicable (available for rent or available for sale only)	632651	Renter occupied	Available for rent	05	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	No	No	3 to 6 months	018938191	0000	11797	Other rental	2 bedrooms	5 rooms	50 to 99 units	Not applicable	Not applicable (available for rent or available for sale only)	761890	Renter occupied	Available for rent	05	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a condominium	Yes, a condominium	6 to 12 months	014632568	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	322755	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a condominium	Yes, a condominium	Not reported	018722511	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	No bedroom	1 rooms	100 units or more	421-A	Held for occasional use, seasonal or recreational use	710190	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a condominium	Yes, a condominium	Not reported	020792504	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	6 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	138899	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a condominium	Yes, a condominium	1 year or more	018938191	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	No bedroom	1 rooms	100 units or more	Not applicable	Held for occasional use, seasonal or recreational use	934642	Renter occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Sound	Yes, a cooperative	Yes, a cooperative	2 to 3 months	018525009	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	5 rooms	50 to 99 units	Not applicable	Held for occasional use, seasonal or recreational use	205818	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Manhattan	Not Reported	Yes, a condominium	Yes, a condominium	1 year or more	020025739	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	3 rooms	50 to 99 units	421-A	Held for occasional use, seasonal or recreational use	951742	Owner occupied	Not available for rent or sale	05	Not available	Rental office/agent
